centro_titular|centro_nombre|distancia|centro_educativo_centrico
COMUNIDAD DE MADRID|RAMON Y CAJAL|20244.765519011296|0
COMUNIDAD DE MADRID|LUIS DE GONGORA|20260.28514047907|0
COMUNIDAD DE MADRID|JUAN RAMON JIMENEZ|20292.89455190072|0
COMUNIDAD DE MADRID|PEDRO BRIMONIS|20300.546465625157|0
COMUNIDAD DE MADRID|MIGUEL DELIBES|20335.690800561246|0
COMUNIDAD DE MADRID|ROSA LUXEMBURGO|20349.00413256211|0
COMUNIDAD DE MADRID|LORETO|20371.223043396516|0
COMUNIDAD DE MADRID|JOAQUIN BLUME|20390.529382280536|0
COMUNIDAD DE MADRID|MANCOMUNIDAD DEL SUROESTE|20393.96950656369|0
COMUNIDAD DE MADRID|LOS ABETOS|20422.91613026491|0
COMUNIDAD DE MADRID|SEIS DE DICIEMBRE|20449.68049561907|0
COMUNIDAD DE MADRID|MONTE ABANTOS|20502.458833123797|0
COMUNIDAD DE MADRID|LA ENCINA|20504.637514967646|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|20506.188002213243|0
COMUNIDAD DE MADRID|SEVERO OCHOA|20507.165647004244|0
COMUNIDAD DE MADRID|LOS JARALES-MONTERROZAS|20564.64539351275|0
COMUNIDAD DE MADRID|JAIME VERA|20592.272686108434|0
COMUNIDAD DE MADRID|MARIA MOLINER|20643.884779758217|0
COMUNIDAD DE MADRID|SUR-1, MORALEJA DE ENMEDIO|20648.35410194824|0
COMUNIDAD DE MADRID|PINOCHO|20673.171661849738|0
COMUNIDAD DE MADRID|HUMANES|20721.18355562401|0
COMUNIDAD DE MADRID|LA GAVIOTA|20765.202901349003|0
COMUNIDAD DE MADRID|MIGUEL DE CERVANTES|20824.180552612463|0
COMUNIDAD DE MADRID|CIUDAD DE MERIDA|20832.39127824325|0
COMUNIDAD DE MADRID|LAS VEREDILLAS|20859.550136121143|0
COMUNIDAD DE MADRID|SANTA TERESA|20870.044254553726|0
COMUNIDAD DE MADRID|TIERNO GALVAN|20870.43676915076|0
COMUNIDAD DE MADRID|HERMANOS TORA|20878.698659235437|0
COMUNIDAD DE MADRID|CARMEN IGLESIAS|20885.121820065124|0
COMUNIDAD DE MADRID|CIUDAD DE NEJAPA|20928.413718270123|0
COMUNIDAD DE MADRID|MAGERIT|20961.728937086362|0
COMUNIDAD DE MADRID|CIUDAD DE PARLA|20963.010421759325|0
COMUNIDAD DE MADRID|EL BOSQUE|20987.072376028944|0
COMUNIDAD DE MADRID|ZARABANDA|21020.27537410024|0
COMUNIDAD DE MADRID|HUMANEJOS|21072.065589180147|0
COMUNIDAD DE MADRID|E.O.I. DE TRES CANTOS|21093.540818805122|0
COMUNIDAD DE MADRID|PINTOR ANTONIO LOPEZ|21093.540818805122|0
COMUNIDAD DE MADRID|RAMON CARANDE|21150.190543558158|0
COMUNIDAD DE MADRID|SENECA|21172.21795567134|0
COMUNIDAD DE MADRID|SUR-7, PARLA|21172.21795567134|0
COMUNIDAD DE MADRID|ALDEBARAN|21217.439883539624|0
COMUNIDAD DE MADRID|GABRIEL CISNEROS|21236.427475045202|0
COMUNIDAD DE MADRID|MARIA MONTESSORI|21278.138620211746|0
COMUNIDAD DE MADRID|GINER DE LOS RIOS|21314.71115051147|0
COMUNIDAD DE MADRID|ANDRES SEGOVIA|21340.618959561685|0
COMUNIDAD DE MADRID|ENRIQUE TIERNO GALVAN|21349.331918043332|0
COMUNIDAD DE MADRID|UNO DE MAYO|21421.352924580806|0
COMUNIDAD DE MADRID|VICENTE ALEIXANDRE|21447.03817300673|0
COMUNIDAD DE MADRID|SUR-8, MOSTOLES|21595.4970802361|0
COMUNIDAD DE MADRID|LEONARDO DA VINCI|21606.13307630844|0
COMUNIDAD DE MADRID|CARMEN CONDE|21697.808943825847|0
COMUNIDAD DE MADRID|ALONSO QUIJANO|21748.586251447352|0
COMUNIDAD DE MADRID|MIGUEL DE CERVANTES|21757.932875011178|0
COMUNIDAD DE MADRID|VALLE INCLAN|21772.97337699916|0
COMUNIDAD DE MADRID|GABRIEL GARCIA MARQUEZ|21789.689732677103|0
COMUNIDAD DE MADRID|EL CANTIZAL|21792.15845554792|0
COMUNIDAD DE MADRID|PALAS ATENEA|21863.034389652625|0
COMUNIDAD DE MADRID|JOSE LUIS SAMPEDRO|21909.444071914357|0
COMUNIDAD DE MADRID|SAN JOSE|21961.595604959235|0
COMUNIDAD DE MADRID|ESTE-3, ARGANDA|21995.52834909863|0
COMUNIDAD DE MADRID|ISAAC PERAL|22051.875563940033|0
COMUNIDAD DE MADRID|LOS OLIVOS|22144.244459455524|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|22154.896425330953|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|22186.323119338504|0
COMUNIDAD DE MADRID|FEDERICO GARCIA LORCA|22195.45291874991|0
COMUNIDAD DE MADRID|LA FORESTA|22209.95321668872|0
COMUNIDAD DE MADRID|CARMEN HERNANDEZ GUARCH|22218.329136276912|0
COMUNIDAD DE MADRID|VICTORIA KENT|22233.80607426488|0
COMUNIDAD DE MADRID|CELSO EMILIO FERREIRO|22341.23599249692|0
COMUNIDAD DE MADRID|CIUDAD DE COLUMBIA|22387.15546869828|0
COMUNIDAD DE MADRID|LA ZARZUELA|22414.48986748528|0
COMUNIDAD DE MADRID|FEDERICO GARCIA LORCA|22427.971220218187|0
COMUNIDAD DE MADRID|LA POVEDA|22486.394698750926|0
COMUNIDAD DE MADRID|SAPERE AUDE|23364.359467933045|0
COMUNIDAD DE MADRID|FRANCISCO DE ORELLANA|23364.58826764722|0
COMUNIDAD DE MADRID|SAN BLAS|23441.237818468522|0
COMUNIDAD DE MADRID|RAYUELA|23487.25123610463|0
COMUNIDAD DE MADRID|SAN LUCAS|23601.350908729615|0
COMUNIDAD DE MADRID|LAS CASTAÑERAS|23664.57360875351|0
COMUNIDAD DE MADRID|LOS CERROS CHICOS|23888.648999817688|0
COMUNIDAD DE MADRID|CARPE DIEM|24044.52047955626|0
COMUNIDAD DE MADRID|AVALON|24112.202838238853|0
COMUNIDAD DE MADRID|EL TORREON|24149.035282775196|0
COMUNIDAD DE MADRID|DÑA. LEONOR DEL ALAMO|24195.517864139838|0
COMUNIDAD DE MADRID|JOSE SARAMAGO|24235.735970692145|0
COMUNIDAD DE MADRID|GABRIELA MISTRAL|24244.778936222414|0
COMUNIDAD DE MADRID|VICENTE ALEIXANDRE|24293.21864170144|0
COMUNIDAD DE MADRID|VILLA DE COBEÑA|24347.626960600035|0
COMUNIDAD DE MADRID|AGORA|24494.763179897524|0
COMUNIDAD DE MADRID|JACARANDA|24668.78443038995|0
COMUNIDAD DE MADRID|JORGE GUILLEN|24686.94729179673|0
COMUNIDAD DE MADRID|CRISTO DE LA SALUD|24697.835625015807|0
COMUNIDAD DE MADRID|PEDRO LOPEZ DE LERENA|24718.019241204045|0
COMUNIDAD DE MADRID|SANTIAGO APOSTOL|24749.091124175684|0
COMUNIDAD DE MADRID|LAS ENCINAS|24849.981494080872|0
COMUNIDAD DE MADRID|VILLA DE VALDEMORO|24851.796076573115|0
COMUNIDAD DE MADRID|E.O.I. DE VALDEMORO|24871.884937149676|0
COMUNIDAD DE MADRID|GRIÑON|24929.093524351465|0
COMUNIDAD DE MADRID|ANSELMO LORENZO|24938.49351134907|0
COMUNIDAD DE MADRID|FRAY PEDRO DE AGUADO|24951.727693284254|0
COMUNIDAD DE MADRID|SUR-2, GRIÑON|24992.819127741604|0
COMUNIDAD DE MADRID|SAN MARTIN DE LA VEGA|25009.707675858233|0
COMUNIDAD DE MADRID|BATALLA DE BRUNETE|25009.958656772244|0
COMUNIDAD DE MADRID|SAN MARCOS|25013.619633913448|0
COMUNIDAD DE MADRID|HERMANOS CORREA|25026.51614153316|0
COMUNIDAD DE MADRID|ALFONSO MORENO|25062.620294366698|0
COMUNIDAD DE MADRID|MARIA MOLINER|25063.93243740845|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DEL ROSARIO|25115.928168915165|0
COMUNIDAD DE MADRID|SAN JOSE|25119.264595890036|0
COMUNIDAD DE MADRID|DUQUE DE ALBA|25163.203961924813|0
COMUNIDAD DE MADRID|GARCILASO DE LA VEGA|25189.04198388017|0
COMUNIDAD DE MADRID|ESTE-2, SAN MARTIN DE LA VEGA|25191.009486103638|0
COMUNIDAD DE MADRID|FUENTE DE LA VILLA|25203.002841496935|0
COMUNIDAD DE MADRID|CLARA CAMPOAMOR|25279.666681384417|0
COMUNIDAD DE MADRID|PEDRO ANTONIO DE ALARCÓN|25320.033821827474|0
COMUNIDAD DE MADRID|ROSALIA DE CASTRO|25327.294059855732|0
COMUNIDAD DE MADRID|MIGUEL DE CERVANTES|25370.610236285967|0
COMUNIDAD DE MADRID|ALBORADA|25377.03527181677|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LA MILAGROSA|25411.704371311374|0
COMUNIDAD DE MADRID|GLORIA FUERTES|25510.985033762758|0
COMUNIDAD DE MADRID|EL ENCINAR|25591.27829944484|0
COMUNIDAD DE MADRID|LEON FELIPE|25632.28761723607|0
COMUNIDAD DE MADRID|MIGUEL DELIBES|25689.258925581213|0
COMUNIDAD DE MADRID|LA MESTA|25721.005445882143|0
COMUNIDAD DE MADRID|MIGUEL HERNANDEZ|25779.75594216156|0
COMUNIDAD DE MADRID|CARRETAS|25941.52726036462|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DEL PILAR|25992.675600634284|0
COMUNIDAD DE MADRID|MAESTRO MATIAS BRAVO|25997.814383108216|0
COMUNIDAD DE MADRID|SAN JUAN BAUTISTA|26134.699289870856|0
COMUNIDAD DE MADRID|SANTO DOMINGO|26177.866900503297|0
COMUNIDAD DE MADRID|EL CARRASCAL|26280.654798075357|0
COMUNIDAD DE MADRID|ANGEL BERZAL FERNANDEZ|26327.085237820178|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LA SOLEDAD|26494.54221659446|0
COMUNIDAD DE MADRID|AL-SATT|26495.504030652915|0
COMUNIDAD DE MADRID|GUSTAVO ADOLFO BECQUER|26495.504030652915|0
COMUNIDAD DE MADRID|ENRIQUE TIERNO GALVAN|26510.383350197597|0
COMUNIDAD DE MADRID|GRANDE COVIAN|26517.156701890595|0
COMUNIDAD DE MADRID|VIRGEN DE VALDERRABE|26631.2424541065|0
COMUNIDAD DE MADRID|PADRE JERONIMO|26649.20077141893|0
COMUNIDAD DE MADRID|JONATHAN GALEA|26711.272503398035|0
COMUNIDAD DE MADRID|PEDRO MUÑOZ SECA|26882.03680509953|0
COMUNIDAD DE MADRID|DIEGO VELAZQUEZ|26932.646534511594|0
COMUNIDAD DE MADRID|LOS ANGELES|26941.760686222362|0
COMUNIDAD DE MADRID|ALMAJAN|27175.472990703474|0
COMUNIDAD DE MADRID|EL POETA|27225.744092998528|0
COMUNIDAD DE MADRID|ANGEL CORELLA|27269.216865579467|0
COMUNIDAD DE MADRID|ROSA CHACEL|27303.130605563558|0
COMUNIDAD DE MADRID|OBISPO MOSCOSO|27334.064736086417|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LOURDES|27359.39846561979|0
COMUNIDAD DE MADRID|VALDERREY|27449.654676849463|0
COMUNIDAD DE MADRID|EL TOMILLAR|27579.330716707227|0
COMUNIDAD DE MADRID|COLMENAR VIEJO|27794.90567682063|0
COMUNIDAD DE MADRID|MIGUEL HERNANDEZ|27800.509679951483|0
COMUNIDAD DE MADRID|SOLEDAD SAINZ|27848.470442758153|0
COMUNIDAD DE MADRID|TIRSO DE MOLINA|27859.323417525422|0
COMUNIDAD DE MADRID|MARIA MARTIN|27896.39545800769|0
COMUNIDAD DE MADRID|FEDERICO GARCIA LORCA|27903.664173681755|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|27975.85386664699|0
COMUNIDAD DE MADRID|SAN ANDRES|28037.27739155727|0
COMUNIDAD DE MADRID|LA GARENA|28141.173152036557|0
COMUNIDAD DE MADRID|SUR-10, SEVILLA LA NUEVA|28188.674088115968|0
COMUNIDAD DE MADRID|VIRGEN DE LOS REMEDIOS|28192.32619284902|0
COMUNIDAD DE MADRID|NORTE-1, COLMENAR VIEJO|28216.879344404093|0
COMUNIDAD DE MADRID|ANDRES SEGOVIA|28266.90776829855|0
COMUNIDAD DE MADRID|SANTOS NIÑOS|28375.24276322821|0
COMUNIDAD DE MADRID|DUQUE DE RIVAS|28383.421019645117|0
COMUNIDAD DE MADRID|MATEO ALEMAN|28418.918875249874|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|28494.969938488048|0
COMUNIDAD DE MADRID|SEVILLA LA NUEVA|28501.1675069771|0
COMUNIDAD DE MADRID|ANTON SEVILLANO|28513.25176929008|0
COMUNIDAD DE MADRID|EL EMPECINADO|28632.63494306874|0
COMUNIDAD DE MADRID|FRANCISCO UMBRAL|28646.468323052453|0
COMUNIDAD DE MADRID|VIRGEN DE LA ENCINA|28739.760103221608|0
COMUNIDAD DE MADRID|TOME Y ORGAZ|28762.126361105853|0
COMUNIDAD DE MADRID|FRANCISCO AYALA|28879.241267855556|0
COMUNIDAD DE MADRID|MANUEL AZAÑA|28908.58315493419|0
COMUNIDAD DE MADRID|FRANCISCO DE QUEVEDO|28932.898937895523|0
COMUNIDAD DE MADRID|INFANTA CATALINA|28942.369241316548|0
COMUNIDAD DE MADRID|DON JUAN I|28976.116131385494|0
COMUNIDAD DE MADRID|ANGEL LEON|28980.450567227483|0
COMUNIDAD DE MADRID|PROFESOR ANGEL YSERN|29019.336391398945|0
COMUNIDAD DE MADRID|MARTINA GARCIA|29028.47343803138|0
COMUNIDAD DE MADRID|EMPERADOR FERNANDO|29034.972968512866|0
COMUNIDAD DE MADRID|MARQUES DE SANTILLANA|29050.503847635446|0
COMUNIDAD DE MADRID|PUERTA DE MADRID|29073.13781917034|0
COMUNIDAD DE MADRID|VENTURA RODRIGUEZ|29185.599553085223|0
COMUNIDAD DE MADRID|ARQUITECTO PEDRO GUMIEL|29230.93037315833|0
COMUNIDAD DE MADRID|CARLOS RUIZ|29280.0227438142|0
COMUNIDAD DE MADRID|ESTE-5, ALCALA DE HENARES|29305.65562793369|0
COMUNIDAD DE MADRID|BEATRIZ GALINDO|29313.29217713875|0
COMUNIDAD DE MADRID|VIRGEN DEL CONSUELO|29330.151063875044|0
COMUNIDAD DE MADRID|ATENEA|29368.410244145798|0
COMUNIDAD DE MADRID|TORRES DE LA ALAMEDA|29372.020733312747|0
COMUNIDAD DE MADRID|ESTE-9, TORRES DE LA ALAMEDA|29388.814148602058|0
COMUNIDAD DE MADRID|LOS ARCOS|29389.742974212422|0
COMUNIDAD DE MADRID|DOCTOR MARAÑON|29393.22203572995|0
COMUNIDAD DE MADRID|PABLO NERUDA|29404.040738620675|0
COMUNIDAD DE MADRID|GARCIA LORCA|29473.298620568487|0
COMUNIDAD DE MADRID|CARDENAL CISNEROS|29482.53656195693|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DEL ROSARIO|29483.038683094994|0
COMUNIDAD DE MADRID|MIGUEL DELIBES|29485.040765206588|0
COMUNIDAD DE MADRID|SENDA GALIANA|29494.834344541036|0
COMUNIDAD DE MADRID|FUENTESANTA|29515.754894365782|0
COMUNIDAD DE MADRID|GLORIA FUERTES|29516.015020326173|0
COMUNIDAD DE MADRID|LUIS VIVES|29524.75745966185|0
COMUNIDAD DE MADRID|DIRECCION AREA TERRITORIAL MADRID-ESTE|29539.471379452807|0
COMUNIDAD DE MADRID|PEÑAS ALBAS|29550.8470961925|0
COMUNIDAD DE MADRID|CARDENAL CISNEROS|29571.557772179738|0
COMUNIDAD DE MADRID|ANTONIO DE NEBRIJA|29595.350771193516|0
COMUNIDAD DE MADRID|FELIPE IV|29603.19175371651|0
COMUNIDAD DE MADRID|ELOY SAAVEDRA|29615.393587519797|0
COMUNIDAD DE MADRID|JUAN CARLOS I|29644.307746681498|0
COMUNIDAD DE MADRID|E.O.I. DE ALCALA DE HENARES|29679.44685466206|0
COMUNIDAD DE MADRID|CONSERVATORIO PROFESIONAL DE MUSICA DE ALCALA DE HENARES|29784.05442026503|0
COMUNIDAD DE MADRID|ALONSO QUIJANO|29789.59322763293|0
COMUNIDAD DE MADRID|PRINCIPES DE ASTURIAS|29819.91633853826|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|29885.5673549479|0
COMUNIDAD DE MADRID|DAOIZ Y VELARDE|29917.25296916195|0
COMUNIDAD DE MADRID|IPLACEA|29957.021937471523|0
COMUNIDAD DE MADRID|LAS VEREDAS|30013.820993723228|0
COMUNIDAD DE MADRID|CARMEN MARTIN GAITE|30016.395952642346|0
COMUNIDAD DE MADRID|LAZARO CARRETER|30044.88203252471|0
COMUNIDAD DE MADRID|JOSE JALON|30100.235165494334|0
COMUNIDAD DE MADRID|SECCION DEL IES ANSELMO LORENZO EN MORATA TAJUÑA|30247.33031265131|0
COMUNIDAD DE MADRID|CLAUDIO VAZQUEZ|30303.60403854074|0
COMUNIDAD DE MADRID|ESPARTALES|30339.297037544406|0
COMUNIDAD DE MADRID|DON PELAYO|30360.718363883596|0
COMUNIDAD DE MADRID|SALVADOR DALI|30420.03983311282|0
COMUNIDAD DE MADRID|CERVANTES|30495.401438599245|0
COMUNIDAD DE MADRID|GREGORIO PECES-BARBA|30514.659947614204|0
COMUNIDAD DE MADRID|SAN AGUSTIN DE GUADALIX|30517.690589201793|0
COMUNIDAD DE MADRID|DOCTORA DE ALCALA|30678.635157677403|0
COMUNIDAD DE MADRID|SEIS DE DICIEMBRE|30680.3381980361|0
COMUNIDAD DE MADRID|CRISTOBAL COLON|30715.449685469095|0
COMUNIDAD DE MADRID|DULCINEA|30750.18580750776|0
COMUNIDAD DE MADRID|RAMON LINACERO|30910.681895609418|0
COMUNIDAD DE MADRID|NORTE-10, VALDEOLMOS-ALALPARDO|30926.37520090617|0
COMUNIDAD DE MADRID|VIRGEN DE NAVALAZARZA|31054.42224170579|0
COMUNIDAD DE MADRID|SAN GREGORIO|31102.91835821016|0
COMUNIDAD DE MADRID|INFANTA LEONOR|31115.17774400643|0
COMUNIDAD DE MADRID|CARLOS RUIZ|31175.965964159124|0
COMUNIDAD DE MADRID|IGNACIO ELLACURIA|31218.9495719995|0
COMUNIDAD DE MADRID|EL ALAMO|31242.990217598475|0
COMUNIDAD DE MADRID|JUAN DE AUSTRIA|31261.862838845303|0
COMUNIDAD DE MADRID|EL ALAMO|31352.891270962267|0
COMUNIDAD DE MADRID|MIGUEL HERNANDEZ|31393.014847048944|0
COMUNIDAD DE MADRID|LOS CUENTOS|31394.350786125095|0
COMUNIDAD DE MADRID|OESTE-1, VALDEMORILLO|31425.111639070637|0
COMUNIDAD DE MADRID|PABLO PICASSO|31439.89941531949|0
COMUNIDAD DE MADRID|COMPLUTENSE|31449.604192565967|0
COMUNIDAD DE MADRID|LA OREJA VERDE|31549.880495238744|0
COMUNIDAD DE MADRID|LA NAVATA|31666.766848497784|0
COMUNIDAD DE MADRID|LA COMETA|31730.38266076226|0
COMUNIDAD DE MADRID|JACINTO BENAVENTE|31735.790781296597|0
COMUNIDAD DE MADRID|ESCUELA DE HOSTELERIA Y TURISMO|31746.466174077927|0
COMUNIDAD DE MADRID|CAÑADA REAL|31841.22841097792|0
COMUNIDAD DE MADRID|FEDERICO GARCIA LORCA|31842.237577513257|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DEL VAL|31849.114294927684|0
COMUNIDAD DE MADRID|ALKALA-NAHAR|31968.41967923422|0
COMUNIDAD DE MADRID|INFANTA ELENA|32024.47558291346|0
COMUNIDAD DE MADRID|JUAN FALCO|32026.54497865776|0
COMUNIDAD DE MADRID|VALMAYOR|32026.54497865776|0
COMUNIDAD DE MADRID|ALONSO DE AVELLANEDA|32144.14175887074|0
COMUNIDAD DE MADRID|VIRGEN DEL ROSARIO|32654.136554939305|0
COMUNIDAD DE MADRID|PROFESOR DON ENRIQUE TIERNO GALVAN|34255.749350464524|0
COMUNIDAD DE MADRID|MARIA GUERRERO|34487.15330936526|0
COMUNIDAD DE MADRID|E.O.I. DE COLLADO VILLALBA|34491.32902154467|0
COMUNIDAD DE MADRID|CLARA CAMPOAMOR|34507.922634223956|0
COMUNIDAD DE MADRID|JOSE HIERRO|34507.922634223956|0
COMUNIDAD DE MADRID|MIGUEL DELIBES|34556.603887191064|0
COMUNIDAD DE MADRID|MIGUEL DE CERVANTES|34569.657267368966|0
COMUNIDAD DE MADRID|YUCATAN|34618.15058475843|0
COMUNIDAD DE MADRID|CANTOS ALTOS|34905.58540485834|0
COMUNIDAD DE MADRID|SERRACINES|34962.38525562974|0
COMUNIDAD DE MADRID|JESUS ARAMBURU|34969.17214827124|0
COMUNIDAD DE MADRID|EL ENEBRAL|34985.358734124755|0
COMUNIDAD DE MADRID|EL PONTON|35071.3620834036|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|35117.68957543167|0
COMUNIDAD DE MADRID|LAZARO CARDENAS|35129.98942983975|0
COMUNIDAD DE MADRID|MARIANO BENLLIURE|35203.47329116181|0
COMUNIDAD DE MADRID|DIRECCION AREA TERRITORIAL MADRID-OESTE|35283.245391575845|0
COMUNIDAD DE MADRID|PEÑALARA|35376.80142821702|0
COMUNIDAD DE MADRID|LAS CANTERAS|35395.57954841247|0
COMUNIDAD DE MADRID|CUENTACUENTOS|35431.97437753027|0
COMUNIDAD DE MADRID|JAIME FERRAN|35471.82111262011|0
COMUNIDAD DE MADRID|ROSA CHACEL|35713.488184512615|0
COMUNIDAD DE MADRID|GASPAR SANZ|35806.412695292776|0
COMUNIDAD DE MADRID|CAÑADA REAL|35899.3523450038|0
COMUNIDAD DE MADRID|DANIEL VAZQUEZ DIAZ|35925.2904206014|0
COMUNIDAD DE MADRID|GLORIA FUERTES|35952.16207011425|0
COMUNIDAD DE MADRID|SAN MIGUEL|35995.45545493537|0
COMUNIDAD DE MADRID|SAN SEBASTIAN|35998.54699514325|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DEL CASTILLO|36173.56883995097|0
COMUNIDAD DE MADRID|SAN DAMASO|36489.776901871075|0
COMUNIDAD DE MADRID|LOS NEGRALES|36533.160667670665|0
COMUNIDAD DE MADRID|GREGORIO CANELLA|36644.831641598576|0
COMUNIDAD DE MADRID|CARMEN MARTÍN GAITE|36859.595475057686|0
COMUNIDAD DE MADRID|MIGUEL DE CERVANTES|36972.05448123452|0
COMUNIDAD DE MADRID|OESTE-2, MORALZARZAL|37064.54557026028|0
COMUNIDAD DE MADRID|SAN MIGUEL ARCANGEL|37068.55411234259|0
COMUNIDAD DE MADRID|SAN SEBASTIAN|37354.51916560221|0
COMUNIDAD DE MADRID|C.R.A. AMIGOS DE LA PAZ|37442.73372268503|0
COMUNIDAD DE MADRID|EL RASO|37512.15892954853|0
COMUNIDAD DE MADRID|ALPEDRETE|37530.66438260372|0
COMUNIDAD DE MADRID|VIRGEN DE LA PEÑA SACRA|37541.56943940313|0
COMUNIDAD DE MADRID|ATALAYAS|37561.99552193016|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DEL REMOLINO|37592.20773258848|0
COMUNIDAD DE MADRID|CLARA CAMPOAMOR|37636.51173122411|0
COMUNIDAD DE MADRID|SANTA QUITERIA|37805.49630475841|0
COMUNIDAD DE MADRID|ARCO DE LA SIERRA|37937.27250310784|0
COMUNIDAD DE MADRID|CARLOS RUIZ|38015.386384478865|0
COMUNIDAD DE MADRID|ESTE-10, TIELMES|38075.54591368081|0
COMUNIDAD DE MADRID|EL PERALEJO|38159.63212769472|0
COMUNIDAD DE MADRID|SAN MIGUEL|38276.281284925164|0
COMUNIDAD DE MADRID|VIRGEN DEL ROSARIO|38341.531521863304|0
COMUNIDAD DE MADRID|SANTA ANA|38442.7716994981|0
COMUNIDAD DE MADRID|SIERRA DE GUADARRAMA|38502.208249411546|0
COMUNIDAD DE MADRID|CHOZAS DE LA SIERRA|38925.860149626424|0
COMUNIDAD DE MADRID|HERMANOS ORTIZ DE ZARATE|39112.553460583404|0
COMUNIDAD DE MADRID|CARPE DIEM|39188.30989929346|0
COMUNIDAD DE MADRID|CONCEPCION GARCIA ROBLES|39323.52684377127|0
COMUNIDAD DE MADRID|JUAN DE GOYENECHE|39737.95450653798|0
COMUNIDAD DE MADRID|ANGEL CASTRO|39807.08663697263|0
COMUNIDAD DE MADRID|EL ESCORIAL|39913.01195395052|0
COMUNIDAD DE MADRID|SAN BARTOLOME|40002.480806533174|0
COMUNIDAD DE MADRID|LOS SANTOS|40045.41346063389|0
COMUNIDAD DE MADRID|FELIPE II|40071.73912798861|0
COMUNIDAD DE MADRID|PADRE GERARDO GIL|40389.46467879435|0
COMUNIDAD DE MADRID|SANSUEÑA|40581.36485991629|0
COMUNIDAD DE MADRID|NORTE-8, TALAMANCA DE JARAMA|40694.620733196265|0
COMUNIDAD DE MADRID|ESTE-4, VILLAR DEL OLMO|40865.38072108088|0
COMUNIDAD DE MADRID|ALEJANDRO RUBIO|40988.096225884605|0
COMUNIDAD DE MADRID|LUIS GARCIA BERLANGA|41057.359940219954|0
COMUNIDAD DE MADRID|JUAN RAMON JIMENEZ|41210.86061178165|0
COMUNIDAD DE MADRID|C.R.A. SIERRA OESTE ZARZALEJO|41264.65273686743|0
COMUNIDAD DE MADRID|JUAN DE HERRERA|41268.73023015322|0
COMUNIDAD DE MADRID|ANTONIORROBLES|41460.528180459914|0
COMUNIDAD DE MADRID|VIRGEN DE LA PAZ|41726.61571511051|0
COMUNIDAD DE MADRID|SIERRA DE GUADARRAMA|41901.21992806976|0
COMUNIDAD DE MADRID|PEDRO MARTINEZ GAVITO|41922.309386997236|0
COMUNIDAD DE MADRID|MONTE ABANTOS|42103.4713002883|0
COMUNIDAD DE MADRID|SAN LORENZO|42104.00758265625|0
COMUNIDAD DE MADRID|PADRE ANTONIO SOLER|42250.30060553064|0
COMUNIDAD DE MADRID|SECCION DEL IES CARPE DIEM EN COLMENAR OREJA|42485.99581961763|0
COMUNIDAD DE MADRID|APIS AURELIA|42606.81019450371|0
COMUNIDAD DE MADRID|DE GUADARRAMA|42800.96083304195|0
COMUNIDAD DE MADRID|VICENTE ALEIXANDRE|42830.411828572804|0
COMUNIDAD DE MADRID|VILLA DE GUADARRAMA|42885.289516459445|0
COMUNIDAD DE MADRID|ALPAJES|42970.481711380286|0
COMUNIDAD DE MADRID|OESTE-3, GUADARRAMA|43001.06396363058|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE FATIMA|43007.094926887614|0
COMUNIDAD DE MADRID|SIERRA DE GUADARRAMA|43036.76496728236|0
COMUNIDAD DE MADRID|E.O.I. DE ARANJUEZ|43092.15285792176|0
COMUNIDAD DE MADRID|JARDINES DE ARANJUEZ|43112.67763349043|0
COMUNIDAD DE MADRID|SAN FERNANDO|43147.960003409666|0
COMUNIDAD DE MADRID|SAN ISIDRO|43255.776107884965|0
COMUNIDAD DE MADRID|PRINCIPE DE ASTURIAS|43257.51114055093|0
COMUNIDAD DE MADRID|SANTIAGO RUSIÑOL|43267.80679417921|0
COMUNIDAD DE MADRID|DOMENICO SCARLATTI|43288.11687735605|0
COMUNIDAD DE MADRID|JOSE LUIS SAMPEDRO|43383.294230604|0
COMUNIDAD DE MADRID|NORTE-4, VENTURADA|43395.14540537762|0
COMUNIDAD DE MADRID|SANTA TERESA DE JESUS|43415.954500259344|0
COMUNIDAD DE MADRID|SUR-9, CHAPINERIA|43480.76288548865|0
COMUNIDAD DE MADRID|PRINCIPE DE ASTURIAS|43553.52650658033|0
COMUNIDAD DE MADRID|SAN JOSE DE CALASANZ|43707.73867509332|0
COMUNIDAD DE MADRID|SANTA LUCIA|43717.638205903066|0
COMUNIDAD DE MADRID|BELMONTE DE TAJO|44117.09502510683|0
